 20,818.00 
 20,816.00 
 20,815.00 
 20,810.00 
 20,765.00 
 20,763.00 
 20,720.00 
 20,677.00 
 20,633.00 
 20,590.00 
 20,547.00 
 20,506.00 
 20,464.00 
 20,419.00 
 20,376.00 
 20,332.00 
 20,288.00 
 20,244.00 
 20,199.00 
 20,156.00 
 20,113.00 
 20,078.00 
 20,034.00 
 19,990.00 
 19,945.00 
 19,901.00 
 19,863.00 
 19,819.00 
 19,797.00 
 19,753.00 
 19,709.00 
 19,665.00 
 19,622.00 
 19,577.00 
 19,534.00 
 19,491.00 
 19,446.00 
 19,403.00 
 19,359.00 
 19,316.00 
 19,273.00 
 19,229.00 
 19,186.00 
 19,142.00 
 19,098.00 
 19,053.00 
 19,009.00 
 18,967.00 
 18,923.00 
 18,879.00 
 18,835.00 
 18,793.00 
 18,750.00 
 18,706.00 
 18,662.00 
 18,619.00 
 18,575.00 
 18,531.00 
 18,490.00 
 18,445.00 
 18,408.00 
 18,364.00 
 18,320.00 
 18,276.00 
 18,232.00 
 18,189.00 
 18,145.00 
 18,101.00 
 18,057.00 
 18,013.00 
 17,969.00 
 17,924.00 
 17,883.00 
 17,840.00 
 17,818.00 
 17,774.00 
 17,730.00 
 17,685.00 
 17,641.00 
 17,596.00 
 17,552.00 
 17,509.00 
 17,464.00 
 17,419.00 
 17,375.00 
 17,332.00 
 17,289.00 
 17,246.00 
 17,202.00 
 17,158.00 
 17,114.00 
 17,070.00 
 17,027.00 
 16,982.00 
 16,939.00 
 16,895.00 
 16,851.00 
 16,806.00 
 16,763.00 
 16,720.00 
 16,677.00 
 16,641.00 
 16,597.00 
 16,555.00 
 16,519.00 
 16,474.00 
 16,431.00 
 16,387.00 
 16,343.00 
 16,299.00 
 16,254.00 
 16,210.00 
 16,165.00 
 16,121.00 
 16,077.00 
 16,034.00 
 15,992.00 
 15,951.00 
 15,907.00 
 15,863.00 
 15,819.00 
 15,797.00 
 15,752.00 
 15,708.00 
 15,664.00 
 15,620.00 
 15,575.00 
 15,531.00 
 15,487.00 
 15,444.00 
 15,401.00 
 15,357.00 
 15,312.00 
 15,269.00 
 15,225.00 
 15,182.00 
 15,138.00 
 15,094.00 
 15,049.00 
 15,005.00 
 14,962.00 
 14,917.00 
 14,874.00 
 14,829.00 
 14,785.00 
 14,742.00 
 14,699.00 
 14,656.00 
 14,612.00 
 14,568.00 
 14,524.00 
 14,479.00 
 14,443.00 
 14,399.00 
 14,356.00 
 14,315.00 
 14,272.00 
 14,227.00 
 14,183.00 
 14,139.00 
 14,096.00 
 14,053.00 
 14,008.00 
 13,965.00 
 13,920.00 
 13,877.00 
 13,833.00 
 13,791.00 
 13,769.00 
 13,726.00 
 13,682.00 
 13,638.00 
 13,594.00 
 13,550.00 
 13,505.00 
 13,461.00 
 13,426.00 
 13,382.00 
 13,338.00 
 13,294.00 
 13,249.00 
 13,206.00 
 13,163.00 
 13,119.00 
 13,074.00 
 13,030.00 
 12,986.00 
 12,941.00 
 12,897.00 
 12,853.00 
 12,810.00 
 12,766.00 
 12,723.00 
 12,678.00 
 12,634.00 
 12,591.00 
 12,546.00 
 12,503.00 
 12,459.00 
 12,415.00 
 12,371.00 
 12,334.00 
 12,289.00 
 12,245.00 
 12,201.00 
 12,158.00 
 12,113.00 
 12,069.00 
 12,025.00 
 11,981.00 
 11,937.00 
 11,895.00 
 11,850.00 
 11,806.00 
 11,784.00 
 11,744.00 
 11,700.00 
 11,656.00 
 11,613.00 
 11,569.00 
 11,525.00 
 11,481.00 
 11,436.00 
 11,392.00 
 11,348.00 
 11,304.00 
 11,260.00 
 11,216.00 
 11,172.00 
 11,128.00 
 11,084.00 
 11,040.00 
 10,996.00 
 10,952.00 
 10,908.00 
 10,865.00 
 10,821.00 
 10,776.00 
 10,732.00 
 10,687.00 
 10,642.00 
 10,596.00 
 10,552.00 
 10,507.00 
 10,463.00 
 10,417.00 
 10,373.00 
 10,326.00 
 10,282.00 
 10,238.00 
 10,196.00 
 10,153.00 
 10,107.00 
 10,063.00 
 10,062.00 
 10,056.00 
 10,055.00 
 10,052.00 
 10,044.00 
 10,000.00 
 9,993.00 
 9,990.00 
